기업명	기업코드	ESG등급	환경	사회	지배구조	평가년도
하나머티리얼즈	166090	3	3	5	2	2024
하나제약	293480	3	1	3	4	2020
하나제약	293480	3	1	3	4	2021
하나제약	293480	2	1	2	3	2022
하나제약	293480	2	1	2	2	2023
하나제약	293480	1	1	1	2	2024
하나카드	856659				4	2020
하나카드	856659				4	2021
하나카드	856659				3	2022
하나카드	856659				3	2023
하나카드	856659				4	2024
하나투어	39130	3	1	3	3	2020
하나투어	39130	4	3	5	4	2021
하나투어	39130	4	4	4	4	2022
하나투어	39130	4	4	5	4	2023
하나투어	39130	5	5	5	5	2024
하림	136480	3	2	4	4	2020
하림	136480	4	3	5	4	2021
하림	136480	3	2	3	3	2022
하림	136480	5	5	4	5	2023
하림	136480	5	5	5	5	2024
하이드로리튬	101670	1	1	1	1	2024
하이브	352820	2	1	1	3	2022
하이브	352820	2	3	4	2	2023
하이브	352820	4	3	5	4	2024
하이스틸	71090	3	3	2	3	2020
하이스틸	71090	3	2	3	4	2021
하이스틸	71090	2	1	2	3	2022
하이스틸	71090	2	2	2	2	2023
하이스틸	71090	2	2	2	2	2024
하이트론씨스템즈	19490	3	1	3	4	2020
하이트론씨스템즈	19490	2	1	2	4	2021
하이트론씨스템즈	19490	1	1	1	1	2022
하이트진로	80	3	3	3	3	2020
하이트진로	80	4	4	5	3	2021
하이트진로	80	3	3	4	3	2022
하이트진로	80	3	5	5	2	2023
하이트진로	80	4	5	5	3	2024
하이트진로홀딩스	140	3	2	3	3	2020
하이트진로홀딩스	140	4	4	5	3	2021
하이트진로홀딩스	140	3	3	4	3	2022
하이트진로홀딩스	140	4	5	5	3	2023
하이트진로홀딩스	140	4	5	5	3	2024
한국가스공사	36460	5	4	6	4	2020
한국가스공사	36460	4	4	5	4	2021
한국가스공사	36460	4	4	5	4	2022
한국가스공사	36460	5	5	6	4	2023
한국가스공사	36460	5	5	6	5	2024
한국공항	5430	2	1	3	3	2020
한국공항	5430	3	1	3	4	2021
한국공항	5430	2	2	4	2	2022
한국공항	5430	4	5	3	4	2023
한국공항	5430	5	5	5	4	2024
한국기업평가	34950	3	1	3	4	2021
한국내화	10040	2	2	3	1	2020
한국내화	10040	3	3	3	3	2021
한국내화	10040	2	2	4	1	2022
한국내화	10040	2	4	4	1	2023
한국내화	10040	4	4	5	3	2024
한국단자공업	25540	2	2	3	3	2020
한국단자공업	25540	2	2	2	4	2021
한국단자공업	25540	1	1	2	2	2022
한국단자공업	25540	2	2	3	2	2023
한국단자공업	25540	2	2	2	2	2024
한국무브넥스	10100	2	2	2	2	2023
한국무브넥스	10100	2	3	2	2	2024
한국비엔씨	256840	1	1	1	2	2022
한국비엔씨	256840	1	1	1	1	2023
한국석유공업	4090	2	2	2	3	2020
한국석유공업	4090	4	3	4	4	2021
한국석유공업	4090	3	1	3	4	2022
한국석유공업	4090	4	4	4	4	2023
한국석유공업	4090	4	4	4	5	2024
한국수출포장공업	2200	3	3	2	3	2020
한국수출포장공업	2200	3	3	2	4	2021
한국수출포장공업	2200	1	2	1	1	2022
한국수출포장공업	2200	1	2	1	1	2023
한국수출포장공업	2200	2	2	1	2	2024
한국쉘석유	2960	3	2	4	3	2020
한국쉘석유	2960	3	2	4	4	2021
한국쉘석유	2960	2	2	2	3	2022
한국쉘석유	2960	2	2	2	4	2023
한국쉘석유	2960	1	1	1	2	2024
한국아트라스비엑스	23890	4	3	3	4	2020
한국앤컴퍼니	240	5	4	6	4	2021
한국앤컴퍼니	240	3	2	3	4	2022
한국앤컴퍼니	240	4	4	5	4	2023
한국앤컴퍼니	240	4	4	5	3	2024
한국자산신탁	123890	2	1	3	2	2020
한국자산신탁	123890	2	2	4	2	2021
한국자산신탁	123890	2	2	1	3	2022
한국자산신탁	123890	2	2	2	3	2023
한국자산신탁	123890	2	2	1	2	2024
한국전력공사	15760	5	4	5	5	2020
한국전력공사	15760	4	4	4	4	2021
한국전력공사	15760	3	3	3	4	2022
한국전력공사	15760	4	3	5	5	2023
한국전력공사	15760	3	2	1	5	2024
한국전자홀딩스	6200	2	2	3	2	2020
한국전자홀딩스	6200	3	3	4	3	2021
한국전자홀딩스	6200	1	2	1	1	2022
한국전자홀딩스	6200	1	2	2	1	2023
한국전자홀딩스	6200	1	2	1	1	2024
한국정보인증	53300	3	1	4	3	2020
한국정보인증	53300	3	1	4	3	2021
한국정보인증	53300	2	1	2	2	2022
한국정보인증	53300	1	1	2	1	2023
한국정보인증	53300	1	1	2	1	2024
한국정보통신	25770	2	1	1	3	2024
한국제지	27970	2	2	2	2	2023
한국제지	27970	2	2	2	2	2024
한국조선해양	9540	4	4	2	5	2020
한국조선해양	9540	5	5	4	5	2021
한국조선해양	9540	4	4	5	4	2022
한국종합기술	23350	3	3	2	3	2020
한국종합기술	23350	3	3	2	4	2021
한국종합기술	23350	2	1	2	3	2022
한국종합기술	23350	2	2	2	3	2023
한국종합기술	23350	3	2	3	4	2024
한국주강	25890	2	1	2	2	2020
한국주강	25890	1	1	1	2	2021
한국주강	25890	1	1	1	1	2022
한국주강	25890	1	1	1	1	2023
한국주강	25890	1	1	1	1	2024
한국주철관공업	970	2	2	2	3	2020
한국주철관공업	970	2	2	2	3	2021
한국주철관공업	970	1	2	2	1	2022
한국주철관공업	970	1	2	1	1	2023
한국주철관공업	970	1	2	1	1	2024
한국철강	104700	2	4	3	2	2020
한국철강	104700	3	3	3	4	2021
한국철강	104700	2	2	1	3	2022
한국철강	104700	2	2	1	3	2023
한국철강	104700	2	2	1	2	2024
한국카본	17960	4	3	3	4	2020
한국카본	17960	3	3	4	3	2021
한국카본	17960	2	4	5	1	2022
한국카본	17960	3	4	4	2	2023
한국카본	17960	2	4	4	1	2024
한국콜마	161890	4	3	4	4	2020
한국콜마	161890	4	4	5	4	2021
한국콜마	161890	4	4	4	4	2022
한국콜마	161890	5	5	6	5	2023
한국콜마	161890	5	5	6	5	2024
한국콜마홀딩스	24720	3	3	3	3	2020
한국콜마홀딩스	24720	4	3	4	5	2021
한국콜마홀딩스	24720	4	4	4	4	2022
한국타이어앤테크놀로지	161390	4	5	5	3	2020
한국타이어앤테크놀로지	161390	4	4	5	3	2021
한국타이어앤테크놀로지	161390	3	3	5	2	2022
한국타이어앤테크놀로지	161390	3	4	6	1	2023
한국타이어앤테크놀로지	161390	2	4	5	1	2024
한국테크놀로지그룹	240	3	4	4	3	2020
한국토지신탁	34830	2	1	3	2	2020
한국토지신탁	34830	2	1	2	2	2021
한국토지신탁	34830	2	1	2	2	2022
한국토지신탁	34830	2	1	2	3	2023
한국토지신탁	34830	1	1	2	1	2024
한국특강	7280	3	3	3	3	2020
한국특강	7280	2	2	3	3	2021
한국특강	7280	1	2	2	1	2022
한국특강	7280	2	2	2	2	2023
한국특강	7280	2	2	2	2	2024
한국프랜지공업	10100	2	3	4	2	2020
한국프랜지공업	10100	3	3	4	3	2021
한국프랜지공업	10100	1	1	2	2	2022
한국항공우주	47810	5	5	6	4	2020
한국항공우주	47810	5	5	6	4	2021
한국항공우주	47810	2	3	5	1	2022
한국항공우주	47810	4	4	5	4	2023
한국항공우주	47810	5	5	5	4	2024
한국화장품	123690	3	1	4	3	2020
한국화장품	123690	3	1	3	3	2021
한국화장품	123690	2	1	2	2	2022
한국화장품	123690	1	1	2	1	2023
한국화장품	123690	1	1	1	1	2024
한국화장품제조	3350	2	1	3	3	2020
한국화장품제조	3350	2	2	3	3	2021
한국화장품제조	3350	1	1	2	2	2022
한국화장품제조	3350	1	1	2	1	2023
한국화장품제조	3350	1	1	2	1	2024
한글과컴퓨터	30520	2	1	1	3	2023
한글과컴퓨터	30520	1	1	1	2	2024
한농화성	11500	2	2	2	3	2020
한농화성	11500	2	2	3	3	2021
한농화성	11500	1	1	1	1	2022
한농화성	11500	1	2	2	1	2023
한농화성	11500	1	2	1	1	2024
한독	2390	4	4	4	3	2020
한독	2390	5	4	5	5	2021
한독	2390	4	3	5	4	2022
한독	2390	5	5	6	4	2023
한독	2390	5	5	6	4	2024
한라	14790	4	3	4	4	2020
한라	14790	4	4	4	4	2021
한라홀딩스	60980	4	3	4	5	2020
한라홀딩스	60980	5	3	6	5	2021
한라홀딩스	60980	4	4	5	4	2022
한미글로벌	53690	4	3	4	4	2020
한미글로벌	53690	5	5	5	5	2021
한미글로벌	53690	4	4	5	4	2022
한미글로벌	53690	4	5	6	3	2023
한미글로벌	53690	4	5	5	4	2024
한미반도체	42700	2	1	2	3	2020
한미반도체	42700	2	1	1	3	2021
한미반도체	42700	2	1	1	3	2022
한미반도체	42700	1	1	1	2	2023
한미반도체	42700	1	1	1	1	2024
한미사이언스	8930	3	3	3	3	2020
한미사이언스	8930	5	4	6	5	2021
한미사이언스	8930	4	3	6	3	2022
한미사이언스	8930	4	5	5	3	2023
한미사이언스	8930	4	4	5	4	2024
한미약품	128940	5	4	6	4	2020
한미약품	128940	5	4	6	5	2021
한미약품	128940	4	3	6	3	2022
한미약품	128940	4	5	5	3	2023
한미약품	128940	3	5	6	2	2024
한샘	9240	4	4	6	3	2020
한샘	9240	5	4	6	5	2021
한샘	9240	5	4	5	5	2022
한샘	9240	5	5	5	5	2023
한샘	9240	5	4	5	5	2024
한섬	20000	5	4	5	5	2020
한섬	20000	5	5	6	5	2021
한섬	20000	4	5	5	3	2022
한섬	20000	5	5	6	5	2023
한섬	20000	5	5	6	5	2024
한성기업	3680	2	1	3	2	2020
한성기업	3680	2	1	3	3	2021
한성기업	3680	1	1	1	1	2022
한성기업	3680	2	3	3	1	2023
한성기업	3680	2	3	4	1	2024
한세실업	105630	3	2	3	4	2020
한세실업	105630	3	3	3	4	2021
한세실업	105630	2	2	4	2	2022
한세실업	105630	4	4	5	4	2023
한세실업	105630	5	4	5	5	2024
한세엠케이	69640	2	2	2	3	2020
한세엠케이	69640	2	1	2	4	2021
한세엠케이	69640	2	2	3	2	2022
한세엠케이	69640	2	3	4	2	2023
한세엠케이	69640	4	4	4	4	2024
한세예스24홀딩스	16450	3	2	3	3	2020
한세예스24홀딩스	16450	3	1	3	4	2021
한세예스24홀딩스	16450	4	2	4	4	2022
한세예스24홀딩스	16450	5	4	5	5	2023
한세예스24홀딩스	16450	5	4	5	5	2024
한솔로지스틱스	9180	4	3	4	5	2020
한솔로지스틱스	9180	4	3	4	4	2021
한솔로지스틱스	9180	4	2	5	4	2022
한솔로지스틱스	9180	3	2	4	4	2023
한솔로지스틱스	9180	4	2	4	5	2024
한솔아이원스	114810	4	3	4	4	2024
한솔인티큐브	70590	4	2	4	5	2024
한솔제지	213500	5	5	5	5	2020
한솔제지	213500	5	5	5	5	2021
한솔제지	213500	4	4	5	4	2022
한솔제지	213500	5	5	5	5	2023
한솔제지	213500	5	5	6	5	2024
한솔케미칼	14680	4	3	4	4	2020
한솔케미칼	14680	5	5	5	5	2021
한솔케미칼	14680	3	2	4	4	2022
한솔케미칼	14680	4	4	4	4	2023
한솔케미칼	14680	5	4	5	5	2024
한솔테크닉스	4710	4	4	4	5	2020
한솔테크닉스	4710	5	4	5	5	2021
한솔테크닉스	4710	4	3	5	4	2022
한솔테크닉스	4710	4	4	5	4	2023
한솔테크닉스	4710	4	4	4	4	2024
한솔피엔에스	10420	5	4	4	5	2020
한솔피엔에스	10420	5	4	4	5	2021
한솔피엔에스	10420	3	2	3	4	2022
한솔피엔에스	10420	4	3	3	5	2023
한솔피엔에스	10420	4	3	3	5	2024
한솔홀딩스	4150	5	4	5	5	2020
한솔홀딩스	4150	5	4	5	5	2021
한솔홀딩스	4150	5	4	5	5	2022
한솔홀딩스	4150	5	4	5	5	2023
한솔홀딩스	4150	5	4	5	5	2024
한솔홈데코	25750	4	3	4	5	2020
한솔홈데코	25750	5	4	5	5	2021
한솔홈데코	25750	3	2	3	4	2022
한솔홈데코	25750	4	4	4	4	2023
한솔홈데코	25750	4	4	3	4	2024
한신공영	4960	2	2	3	3	2020
한신공영	4960	2	2	2	3	2021
한신공영	4960	1	1	2	1	2022
한신공영	4960	1	2	2	1	2023
한신공영	4960	1	2	2	1	2024
한신기계공업	11700	2	3	2	2	2020
한신기계공업	11700	2	1	2	4	2021
한신기계공업	11700	1	1	1	1	2022
한신기계공업	11700	1	2	1	1	2023
한신기계공업	11700	2	2	2	2	2024
한온시스템	18880	3	3	3	4	2020
한온시스템	18880	4	4	4	4	2021
한온시스템	18880	3	4	5	2	2022
한온시스템	18880	4	4	6	3	2023
한온시스템	18880	4	5	6	3	2024
한올바이오파마	9420	3	1	4	3	2020
한올바이오파마	9420	3	1	3	4	2021
한올바이오파마	9420	2	1	2	2	2022
한올바이오파마	9420	3	3	1	4	2023
한올바이오파마	9420	2	1	1	4	2024
한익스프레스	14130	2	3	2	1	2020
한익스프레스	14130	2	3	3	2	2021
한익스프레스	14130	1	1	2	1	2022
한익스프레스	14130	2	2	2	2	2023
한익스프레스	14130	1	2	1	1	2024
한일시멘트	300720	3	2	4	3	2020
한일시멘트	300720	4	4	4	3	2021
한일시멘트	300720	2	4	5	1	2022
한일시멘트	300720	5	5	6	4	2023
한일시멘트	300720	5	5	6	4	2024
한일철강	2220	1	1	1	2	2020
한일철강	2220	2	1	2	3	2021
한일철강	2220	1	1	1	1	2022
한일철강	2220	1	1	1	1	2023
한일철강	2220	1	1	1	1	2024
한일현대시멘트	6390	4	3	4	4	2020
한일현대시멘트	6390	4	4	4	4	2021
한일현대시멘트	6390	4	4	4	3	2022
한일현대시멘트	6390	4	5	6	3	2023
한일현대시멘트	6390	5	5	5	4	2024
한일홀딩스	3300	3	1	4	4	2020
한일홀딩스	3300	3	4	4	3	2021
한일홀딩스	3300	2	4	5	1	2022
한일홀딩스	3300	5	5	6	4	2023
한일홀딩스	3300	5	5	6	4	2024
한전KPS	51600	4	4	5	4	2020
한전KPS	51600	3	3	3	4	2021
한전KPS	51600	5	4	5	5	2022
한전KPS	51600	5	5	5	5	2023
한전KPS	51600	5	6	6	4	2024
한전기술	52690	4	4	5	4	2020
한전기술	52690	4	3	4	4	2021
한전기술	52690	4	3	4	4	2022
한전기술	52690	5	4	6	5	2023
한전기술	52690	5	5	6	4	2024
한전산업	130660	4	3	4	4	2020
한전산업	130660	4	3	4	4	2021
한전산업	130660	2	2	3	2	2022
한전산업	130660	2	2	1	3	2023
한전산업	130660	2	2	2	2	2024
한진	2320	3	3	2	4	2020
한진	2320	5	5	4	5	2021
한진	2320	4	4	5	4	2022
한진	2320	5	5	5	5	2023
한진	2320	5	5	5	5	2024
한진중공업	97230	3	3	3	4	2020
한진중공업	97230	3	2	3	4	2021
한진중공업홀딩스	3480	3	1	2	4	2020
한진중공업홀딩스	3480	3	1	2	4	2021
한진중공업홀딩스	3480	2	1	1	4	2022
한진중공업홀딩스	3480	2	1	2	4	2023
한진중공업홀딩스	3480	2	1	2	4	2024
한진칼	180640	4	3	3	5	2020
한진칼	180640	5	5	5	5	2021
한진칼	180640	5	5	5	5	2022
한진칼	180640	5	5	6	5	2023
한진칼	180640	5	4	5	5	2024
한창	5110	2	1	3	2	2020
한창	5110	3	1	3	3	2021
한창	5110	1	1	1	1	2022
한창	5110	1	1	1	1	2023
한창	5110	1	1	1	1	2024
한창제지	9460	3	3	2	3	2020
한창제지	9460	2	2	2	3	2021
한창제지	9460	2	2	2	3	2022
한창제지	9460	2	2	2	2	2023
한창제지	9460	2	2	1	2	2024
한컴라이프케어	372910	2	2	3	1	2023
한컴라이프케어	372910	1	2	2	1	2024
한화	880	5	4	5	5	2020
한화	880	5	5	6	5	2021
한화	880	5	5	6	5	2022
한화	880	4	4	4	4	2023
한화	880	4	5	4	4	2024
한화생명	88350	5	5	6	4	2020
한화생명	88350	5	6	6	4	2021
한화생명	88350	5	5	6	4	2022
한화생명	88350	5	5	6	4	2023
한화생명	88350	5	5	6	4	2024
한화솔루션	9830	4	5	5	3	2020
한화솔루션	9830	5	5	6	4	2021
한화솔루션	9830	3	5	5	2	2022
한화솔루션	9830	4	5	6	3	2023
한화솔루션	9830	4	5	6	3	2024
한화시스템	272210	5	4	5	5	2021
한화시스템	272210	5	4	6	5	2022
한화시스템	272210	5	5	6	5	2023
한화시스템	272210	5	5	6	5	2024
한화에어로스페이스	12450	5	5	5	5	2020
한화에어로스페이스	12450	5	5	5	5	2021
한화에어로스페이스	12450	4	4	5	3	2022
한화에어로스페이스	12450	5	5	5	5	2023
한화에어로스페이스	12450	5	5	6	4	2024
한화엔진	82740	4	3	5	4	2023
한화엔진	82740	4	4	5	4	2024
한화오션	42660	4	4	4	4	2023
한화오션	42660	4	5	3	3	2024
해성디에스	195870	5	5	5	5	2020
해성디에스	195870	5	5	6	5	2021
해성디에스	195870	4	4	5	4	2022
해성디에스	195870	5	5	6	4	2023
해성디에스	195870	5	5	6	4	2024
해태제과식품	101530	3	1	4	3	2020
해태제과식품	101530	3	1	4	4	2021
해태제과식품	101530	2	1	3	2	2022
해태제과식품	101530	1	1	2	1	2023
해태제과식품	101530	1	1	2	1	2024
핸즈코퍼레이션	143210	3	3	3	4	2020
핸즈코퍼레이션	143210	3	3	3	4	2021
핸즈코퍼레이션	143210	2	2	3	1	2022
핸즈코퍼레이션	143210	2	2	3	1	2023
핸즈코퍼레이션	143210	1	2	1	1	2024
헬릭스미스	84990	3	1	2	4	2020
헬릭스미스	84990	3	1	3	3	2021
헬릭스미스	84990	1	1	1	1	2022
헬릭스미스	84990	2	1	1	3	2023
현대건설	720	5	6	5	5	2020
현대건설	720	5	5	5	5	2021
현대건설	720	5	5	5	4	2022
현대건설	720	5	5	5	5	2023
현대건설	720	5	5	5	4	2024
현대건설기계	267270	5	4	5	5	2020
현대건설기계	267270	5	4	6	5	2021
현대건설기계	267270	5	4	5	5	2022
현대그린푸드	5440	5	4	5	5	2020
현대그린푸드	5440	5	5	6	5	2021
현대그린푸드	5440	5	5	5	5	2022
현대글로비스	86280	5	5	6	5	2020
현대글로비스	86280	5	5	6	5	2021
현대글로비스	86280	5	5	6	5	2022
현대글로비스	86280	6	6	6	5	2023
현대글로비스	86280	5	5	6	5	2024
현대두산인프라코어	42670	5	5	6	5	2021
현대두산인프라코어	42670	4	4	5	4	2022
현대로템	64350	4	3	5	4	2020
현대로템	64350	5	5	6	5	2021
현대로템	64350	5	5	6	5	2022
현대로템	64350	5	5	6	5	2023
현대로템	64350	6	6	6	5	2024
현대리바트	79430	5	3	5	5	2020
현대리바트	79430	5	5	6	5	2021
현대리바트	79430	5	5	5	5	2022
현대리바트	79430	5	5	6	4	2023
현대리바트	79430	5	5	6	5	2024
현대모비스	12330	5	4	6	5	2020
현대모비스	12330	5	5	6	5	2021
현대모비스	12330	5	5	6	4	2022
현대모비스	12330	5	6	6	4	2023
현대모비스	12330	5	6	6	4	2024
현대미포조선	10620	5	5	6	5	2020
현대미포조선	10620	5	5	6	5	2021
현대미포조선	10620	4	4	5	4	2022
현대바이오	48410	2	1	3	3	2021
현대바이오	48410	1	1	1	2	2022
현대바이오	48410	1	1	1	1	2023
현대바이오	48410	1	1	1	1	2024
현대바이오랜드	52260	5	5	5	5	2021
현대바이오랜드	52260	5	4	5	5	2022
현대바이오랜드	52260	5	5	6	5	2023
현대바이오랜드	52260	5	5	6	5	2024
현대백화점	69960	5	4	5	5	2020
현대백화점	69960	5	5	6	5	2021
현대백화점	69960	5	5	5	5	2022
현대백화점	69960	6	6	6	5	2023
현대백화점	69960	6	6	6	5	2024
현대비앤지스틸	4560	4	4	5	4	2020
현대비앤지스틸	4560	5	4	6	4	2021
현대비앤지스틸	4560	2	4	4	1	2022
현대비앤지스틸	4560	3	5	4	2	2023
현대비앤지스틸	4560	4	4	5	3	2024
현대사료	16790	1	1	1	1	2024
현대약품	4310	3	3	4	3	2020
현대약품	4310	3	2	3	4	2021
현대약품	4310	1	1	2	1	2022
현대약품	4310	2	2	2	3	2023
현대약품	4310	2	2	2	2	2024
현대에너지솔루션	322000	5	5	6	4	2021
현대에너지솔루션	322000	5	5	6	4	2022
현대에버다임	41440	5	4	6	5	2021
현대에버다임	41440	5	3	5	5	2022
현대에버다임	41440	5	4	5	5	2023
현대에버다임	41440	5	4	5	5	2024
현대엘리베이터	17800	5	4	5	5	2020
현대엘리베이터	17800	5	4	5	5	2021
현대엘리베이터	17800	3	2	3	3	2022
현대엘리베이터	17800	4	4	5	4	2023
현대엘리베이터	17800	5	5	6	4	2024
현대오토에버	307950	5	5	6	5	2021
현대오토에버	307950	4	4	5	4	2022
현대오토에버	307950	5	6	6	4	2023
현대오토에버	307950	5	5	6	5	2024
현대위아	11210	5	5	6	5	2020
현대위아	11210	5	5	6	5	2021
현대위아	11210	5	5	5	4	2022
현대위아	11210	6	6	6	5	2023
현대위아	11210	6	6	6	5	2024
현대이지웰	90850	5	5	6	4	2022
현대이지웰	90850	5	5	6	5	2023
현대이지웰	90850	6	6	6	6	2024
현대일렉트릭	267260	5	5	6	5	2020
현대일렉트릭	267260	5	5	6	5	2021
현대일렉트릭	267260	4	4	5	4	2022
현대자동차	5380	5	5	6	5	2020
현대자동차	5380	5	5	5	5	2021
현대자동차	5380	4	5	4	3	2022
현대자동차	5380	5	5	5	4	2023
현대자동차	5380	5	6	4	5	2024
현대제철	4020	4	4	3	4	2020
현대제철	4020	4	4	4	5	2021
현대제철	4020	5	5	5	4	2022
현대제철	4020	5	6	5	4	2023
현대제철	4020	5	5	5	4	2024
현대종합상사	11760	3	1	3	3	2020
현대중공업	329180	4	4	5	4	2022
현대지에프홀딩스	5440	5	5	6	5	2023
현대지에프홀딩스	5440	5	6	6	5	2024
현대카드	815419				5	2020
현대카드	815419				5	2021
현대카드	815419				5	2022
현대카드	815419				5	2023
현대카드	815419				5	2024
현대커머셜	888975				5	2020
현대커머셜	888975				5	2021
현대커머셜	888975				5	2022
현대커머셜	888975				5	2023
현대커머셜	888975				5	2024
현대코퍼레이션	11760	4	4	5	4	2021
현대코퍼레이션	11760	3	2	3	3	2022
현대코퍼레이션	11760	4	3	4	4	2023
현대코퍼레이션	11760	4	4	4	4	2024
현대코퍼레이션홀딩스	227840	2	1	2	3	2020
현대코퍼레이션홀딩스	227840	4	2	5	4	2021
현대코퍼레이션홀딩스	227840	3	2	3	4	2022
현대코퍼레이션홀딩스	227840	4	3	4	4	2023
현대코퍼레이션홀딩스	227840	4	3	4	4	2024
현대퓨처넷	126560	4	2	5	5	2020
현대퓨처넷	126560	5	5	5	5	2022
현대퓨처넷	126560	5	5	6	5	2023
현대퓨처넷	126560	5	6	6	5	2024
현대해상	1450	5	4	5	5	2020
현대해상	1450	5	5	6	5	2021
현대해상	1450	4	5	5	4	2022
현대해상	1450	5	5	6	5	2023
현대해상	1450	5	5	6	5	2024
현대홈쇼핑	57050	5	5	5	5	2020
현대홈쇼핑	57050	5	5	6	5	2021
현대홈쇼핑	57050	5	5	6	5	2022
현대홈쇼핑	57050	5	5	6	5	2023
현대홈쇼핑	57050	6	5	6	6	2024
형지엘리트	93240	2	1	3	2	2020
형지엘리트	93240	2	1	3	3	2021
형지엘리트	93240	1	1	2	1	2022
형지엘리트	93240	1	1	1	1	2023
형지엘리트	93240	1	1	1	1	2024
혜인	3010	2	3	2	2	2020
혜인	3010	3	3	3	3	2021
혜인	3010	1	1	1	1	2022
혜인	3010	1	1	1	1	2023
혜인	3010	1	1	1	1	2024
호전실업	111110	2	1	2	4	2020
호전실업	111110	2	1	2	4	2021
호전실업	111110	1	1	1	2	2022
호전실업	111110	2	1	1	3	2023
호전실업	111110	2	1	1	4	2024
호텔신라	8770	5	5	5	5	2020
호텔신라	8770	5	4	6	5	2021
호텔신라	8770	5	4	5	5	2022
호텔신라	8770	5	5	5	5	2023
호텔신라	8770	5	4	5	5	2024
화성산업	2460	3	2	3	4	2020
화성산업	2460	3	2	4	4	2021
화성산업	2460	3	2	4	3	2022
화성산업	2460	2	2	2	4	2023
화승알앤에이	13520	4	4	3	4	2020
화승알앤에이	378850	3	3	4	3	2023
화승알앤에이	378850	4	4	4	4	2024
화승엔터프라이즈	241590	4	4	3	5	2020
화승엔터프라이즈	241590	4	3	4	5	2021
화승엔터프라이즈	241590	4	3	3	5	2022
화승엔터프라이즈	241590	4	4	4	4	2023
화승엔터프라이즈	241590	4	4	5	4	2024
화승인더스트리	6060	3	3	3	4	2020
화승인더스트리	6060	4	3	4	5	2021
화승인더스트리	6060	2	2	2	4	2022
화승인더스트리	6060	4	4	4	4	2023
화승인더스트리	6060	4	4	5	4	2024
화승코퍼레이션	13520	4	4	3	4	2021
화승코퍼레이션	13520	2	2	2	3	2022
화승코퍼레이션	13520	3	2	3	4	2023
화승코퍼레이션	13520	4	4	4	4	2024
화신	10690	2	1	4	3	2020
화신	10690	4	4	5	4	2021
화신	10690	2	2	5	2	2022
화신	10690	4	3	5	3	2023
화신	10690	4	4	5	3	2024
화인베스틸	133820	3	3	2	3	2020
화인베스틸	133820	3	3	2	3	2021
화인베스틸	133820	1	2	1	1	2022
화인베스틸	133820	1	2	2	1	2023
화인베스틸	133820	1	2	1	1	2024
화천기계	10660	2	3	3	2	2020
화천기계	10660	2	1	2	3	2021
화천기계	10660	1	1	1	1	2022
화천기계	10660	2	1	2	2	2023
화천기계	10660	2	1	2	2	2024
화천기공	850	2	1	2	3	2020
화천기공	850	3	1	3	4	2021
화천기공	850	1	1	1	2	2022
화천기공	850	2	1	2	2	2023
화천기공	850	2	1	2	2	2024
환인제약	16580	3	1	4	4	2020
환인제약	16580	3	1	3	4	2021
환인제약	16580	3	1	4	4	2022
환인제약	16580	3	2	2	4	2023
환인제약	16580	2	1	2	4	2024
황금에스티	32560	1	1	2	2	2020
황금에스티	32560	2	1	2	3	2021
황금에스티	32560	2	1	1	3	2022
황금에스티	32560	2	1	1	3	2023
황금에스티	32560	2	1	1	4	2024
효성	4800	4	5	6	3	2020
효성	4800	5	5	6	4	2021
효성	4800	4	5	6	3	2022
효성	4800	5	5	6	4	2023
효성	4800	5	5	6	4	2024
효성 ITX	94280	4	2	4	4	2020
효성 ITX	94280	4	2	4	4	2021
효성 ITX	94280	4	3	5	4	2022
효성 ITX	94280	4	4	6	3	2023
효성 ITX	94280	5	5	6	5	2024
효성중공업	298040	5	5	6	5	2020
효성중공업	298040	5	5	6	5	2021
효성중공업	298040	5	5	6	4	2022
효성중공업	298040	5	5	6	4	2023
효성중공업	298040	4	5	6	3	2024
효성첨단소재	298050	6	6	6	5	2020
효성첨단소재	298050	5	5	6	5	2021
효성첨단소재	298050	5	4	6	5	2022
효성첨단소재	298050	5	5	6	5	2023
효성티앤씨	298020	6	6	6	5	2020
효성티앤씨	298020	5	5	6	5	2021
효성티앤씨	298020	5	5	6	4	2022
효성티앤씨	298020	5	6	6	4	2023
효성티앤씨	298020	4	5	6	3	2024
효성화학	298000	6	6	6	5	2020
효성화학	298000	5	5	6	5	2021
효성화학	298000	5	5	6	4	2022
효성화학	298000	5	5	6	4	2023
효성화학	298000	5	5	6	4	2024
후성	93370	2	3	2	2	2020
후성	93370	4	5	3	3	2021
후성	93370	3	3	4	3	2022
후성	93370	4	5	5	3	2023
후성	93370	3	4	5	2	2024
휠라홀딩스	81660	4	3	4	4	2020
휠라홀딩스	81660	5	4	6	5	2021
휠라홀딩스	81660	4	3	5	4	2022
휠라홀딩스	81660	5	5	5	4	2023
휴니드테크놀러지스	5870	2	2	3	3	2020
휴니드테크놀러지스	5870	3	2	4	4	2021
휴니드테크놀러지스	5870	1	1	2	2	2022
휴니드테크놀러지스	5870	1	2	1	1	2023
휴니드테크놀러지스	5870	2	2	1	2	2024
휴마시스	205470	1	1	1	1	2022
휴비스	79980	4	4	4	4	2020
휴비스	79980	5	4	6	5	2021
휴비스	79980	4	4	5	4	2022
휴비스	79980	5	4	6	4	2023
휴비스	79980	4	4	5	4	2024
휴스틸	5010	2	3	3	2	2020
휴스틸	5010	2	2	2	3	2021
